E,ft,Gf,softening,p,b,lch,a0,eta0,beta,Pmax,sigma_N,crack_half_width,ft_over_E,Gf_over_E,lch_over_b
20000,3.0,0.2,exponential,2.0,1.0,444.44444444444446,565.8842421045168,16.820883480134402,4.444444444444445,6428.5714285714275,0.6428571428571428,1.369880715617033,0.00015,1e-05,444.44444444444446
20000,3.0,0.2,exponential,2.0,2.0,444.44444444444446,282.9421210522584,16.820883480134402,4.444444444444445,6428.5714285714275,0.6428571428571428,2.739761431234066,0.00015,1e-05,222.22222222222223
20000,3.0,0.2,cornelissen,1.0,1.0,444.44444444444446,282.9421210522584,16.820883480134402,4.444444444444445,6428.5714285714275,0.6428571428571428,1.375859822112673,0.00015,1e-05,444.44444444444446
20000,3.0,0.2,cornelissen,1.0,2.0,444.44444444444446,141.4710605261292,16.820883480134402,4.444444444444445,6428.5714285714275,0.6428571428571428,2.751719644225346,0.00015,1e-05,222.22222222222223
20000,3.0,0.2,cornelissen,1.5,1.0,444.44444444444446,424.4131815783876,16.820883480134402,4.444444444444445,6428.5714285714275,0.6428571428571428,1.372262776385696,0.00015,1e-05,444.44444444444446
20000,3.0,0.2,cornelissen,1.5,2.0,444.44444444444446,212.2065907891938,16.820883480134402,4.444444444444445,6428.5714285714275,0.6428571428571428,2.744525552771392,0.00015,1e-05,222.22222222222223
20000,3.0,0.2,cornelissen,2.0,1.0,444.44444444444446,565.8842421045168,16.820883480134402,4.444444444444445,6428.5714285714275,0.6428571428571428,1.369880715617033,0.00015,1e-05,444.44444444444446
20000,3.0,0.2,cornelissen,2.0,2.0,444.44444444444446,282.9421210522584,16.820883480134402,4.444444444444445,6428.5714285714275,0.6428571428571428,2.739761431234066,0.00015,1e-05,222.22222222222223
20000,4.0,0.08,linear,1.0,1.0,100.0,63.66197723675814,7.978845608028654,1.0,14142.135623730948,1.414213562373095,1.4039785802432776,0.0002,4e-06,100.0
20000,4.0,0.08,linear,1.0,2.0,100.0,31.83098861837907,7.978845608028654,1.0,14142.135623730948,1.414213562373095,2.807957160486555,0.0002,4e-06,50.0
